0000..002C  ; DISALLOWED  # <control>..COMMA
1019D..1019F; UNASSIGNED  # <reserved>..<reserved>
101A0       ; DISALLOWED  # GREEK SYMBOL TAU RHO
101A1..101CF; UNASSIGNED  # <reserved>..<reserved>
101D0..101FC; DISALLOWED  # PHAISTOS DISC SIGN PEDESTRIAN..PHAISTOS DISC
101FD       ; PVALID      # PHAISTOS DISC SIGN COMBINING OBLIQUE STROKE
101FE..1027F; UNASSIGNED  # <reserved>..<reserved>
10280..1029C; PVALID      # LYCIAN LETTER A..LYCIAN LETTER X
1029D..1029F; UNASSIGNED  # <reserved>..<reserved>
102A0..102D0; PVALID      # CARIAN LETTER A..CARIAN LETTER UUU3
102D1..102DF; UNASSIGNED  # <reserved>..<reserved>
102E0       ; PVALID      # COPTIC EPACT THOUSANDS MARK
102E1..102FB; DISALLOWED  # COPTIC EPACT DIGIT ONE..COPTIC EPACT NUMBER 
102FC..102FF; UNASSIGNED  # <reserved>..<reserved>
10300..1031F; PVALID      # OLD ITALIC LETTER A..OLD ITALIC LETTER ESS
10320..10323; DISALLOWED  # OLD ITALIC NUMERAL ONE..OLD ITALIC NUMERAL F
10324..1032C; UNASSIGNED  # <reserved>..<reserved>
1032D..10340; PVALID      # OLD ITALIC LETTER YE..GOTHIC LETTER PAIRTHRA
10341       ; DISALLOWED  # GOTHIC LETTER NINETY
10342..10349; PVALID      # GOTHIC LETTER RAIDA..GOTHIC LETTER OTHAL
1034A       ; DISALLOWED  # GOTHIC LETTER NINE HUNDRED
1034B..1034F; UNASSIGNED  # <reserved>..<reserved>
10350..1037A; PVALID      # OLD PERMIC LETTER AN..COMBINING OLD PERMIC L
1037B..1037F; UNASSIGNED  # <reserved>..<reserved>
10380..1039D; PVALID      # UGARITIC LETTER ALPA..UGARITIC LETTER SSU
1039E       ; UNASSIGNED  # <reserved>
1039F       ; DISALLOWED  # UGARITIC WORD DIVIDER
103A0..103C3; PVALID      # OLD PERSIAN SIGN A..OLD PERSIAN SIGN HA
103C4..103C7; UNASSIGNED  # <reserved>..<reserved>
103C8..103CF; PVALID      # OLD PERSIAN SIGN AURAMAZDAA..OLD PERSIAN SIG
103D0..103D5; DISALLOWED  # OLD PERSIAN WORD DIVIDER..OLD PERSIAN NUMBER
103D6..103FF; UNASSIGNED  # <reserved>..<reserved>
10400..10427; DISALLOWED  # DESERET CAPITAL LETTER LONG I..DESERET CAPIT
10428..1049D; PVALID      # DESERET SMALL LETTER LONG I..OSMANYA LETTER 
1049E..1049F; UNASSIGNED  # <reserved>..<reserved>
104A0..104A9; PVALID      # OSMANYA DIGIT ZERO..OSMANYA DIGIT NINE
104AA..104AF; UNASSIGNED  # <reserved>..<reserved>
104B0..104D3; DISALLOWED  # OSAGE CAPITAL LETTER A..OSAGE CAPITAL LETTER
104D4..104D7; UNASSIGNED  # <reserved>..<reserved>
104D8..104FB; PVALID      # OSAGE SMALL LETTER A..OSAGE SMALL LETTER ZHA
104FC..104FF; UNASSIGNED  # <reserved>..<reserved>
10500..10527; PVALID      # ELBASAN LETTER A..ELBASAN LETTER KHE
10528..1052F; UNASSIGNED  # <reserved>..<reserved>
10530..10563; PVALID      # CAUCASIAN ALBANIAN LETTER ALT..CAUCASIAN ALB
10564..1056E; UNASSIGNED  # <reserved>..<reserved>
1056F       ; DISALLOWED  # CAUCASIAN ALBANIAN CITATION MARK
10570..105FF; UNASSIGNED  # <reserved>..<reserved>
10600..10736; PVALID      # LINEAR A SIGN AB001..LINEAR A SIGN A664
10737..1073F; UNASSIGNED  # <reserved>..<reserved>
10740..10755; PVALID      # LINEAR A SIGN A701 A..LINEAR A SIGN A732 JE
10756..1075F; UNASSIGNED  # <reserved>..<reserved>
10760..10767; PVALID      # LINEAR A SIGN A800..LINEAR A SIGN A807
10768..107FF; UNASSIGNED  # <reserved>..<reserved>
10800..10805; PVALID      # CYPRIOT SYLLABLE A..CYPRIOT SYLLABLE JA
10806..10807; UNASSIGNED  # <reserved>..<reserved>
10808       ; PVALID      # CYPRIOT SYLLABLE JO
10809       ; UNASSIGNED  # <reserved>
1080A..10835; PVALID      # CYPRIOT SYLLABLE KA..CYPRIOT SYLLABLE WO
10836       ; UNASSIGNED  # <reserved>
10837..10838; PVALID      # CYPRIOT SYLLABLE XA..CYPRIOT SYLLABLE XE
10839..1083B; UNASSIGNED  # <reserved>..<reserved>
1083C       ; PVALID      # CYPRIOT SYLLABLE ZA
1083D..1083E; UNASSIGNED  # <reserved>..<reserved>
1083F..10855; PVALID      # CYPRIOT SYLLABLE ZO..IMPERIAL ARAMAIC LETTER
10856       ; UNASSIGNED  # <reserved>
10857..1085F; DISALLOWED  # IMPERIAL ARAMAIC SECTION SIGN..IMPERIAL ARAM
10860..10876; PVALID      # PALMYRENE LETTER ALEPH..PALMYRENE LETTER TAW
10877..1087F; DISALLOWED  # PALMYRENE LEFT-POINTING FLEURON..PALMYRENE N
10880..1089E; PVALID      # NABATAEAN LETTER FINAL ALEPH..NABATAEAN LETT
1089F..108A6; UNASSIGNED  # <reserved>..<reserved>
108A7..108AF; DISALLOWED  # NABATAEAN NUMBER ONE..NABATAEAN NUMBER ONE H
108B0..108DF; UNASSIGNED  # <reserved>..<reserved>
108E0..108F2; PVALID      # HATRAN LETTER ALEPH..HATRAN LETTER QOPH
108F3       ; UNASSIGNED  # <reserved>
108F4..108F5; PVALID      # HATRAN LETTER SHIN..HATRAN LETTER TAW
108F6..108FA; UNASSIGNED  # <reserved>..<reserved>
108FB..108FF; DISALLOWED  # HATRAN NUMBER ONE..HATRAN NUMBER ONE HUNDRED
10900..10915; PVALID      # PHOENICIAN LETTER ALF..PHOENICIAN LETTER TAU
10916..1091B; DISALLOWED  # PHOENICIAN NUMBER ONE..PHOENICIAN NUMBER THR
1091C..1091E; UNASSIGNED  # <reserved>..<reserved>
1091F       ; DISALLOWED  # PHOENICIAN WORD SEPARATOR
10920..10939; PVALID      # LYDIAN LETTER A..LYDIAN LETTER C
1093A..1093E; UNASSIGNED  # <reserved>..<reserved>
1093F       ; DISALLOWED  # LYDIAN TRIANGULAR MARK
10940..1097F; UNASSIGNED  # <reserved>..<reserved>
10980..109B7; PVALID      # MEROITIC HIEROGLYPHIC LETTER A..MEROITIC CUR
109B8..109BB; UNASSIGNED  # <reserved>..<reserved>
109BC..109BD; DISALLOWED  # MEROITIC CURSIVE FRACTION ELEVEN TWELFTHS..M
109BE..109BF; PVALID      # MEROITIC CURSIVE LOGOGRAM RMT..MEROITIC CURS
109C0..109CF; DISALLOWED  # MEROITIC CURSIVE NUMBER ONE..MEROITIC CURSIV
109D0..109D1; UNASSIGNED  # <reserved>..<reserved>
109D2..109FF; DISALLOWED  # MEROITIC CURSIVE NUMBER ONE HUNDRED..MEROITI
10A00..10A03; PVALID      # KHAROSHTHI LETTER A..KHAROSHTHI VOWEL SIGN V
10A04       ; UNASSIGNED  # <reserved>
10A05..10A06; PVALID      # KHAROSHTHI VOWEL SIGN E..KHAROSHTHI VOWEL SI
10A07..10A0B; UNASSIGNED  # <reserved>..<reserved>
10A0C..10A13; PVALID      # KHAROSHTHI VOWEL LENGTH MARK..KHAROSHTHI LET
10A14       ; UNASSIGNED  # <reserved>
10A15..10A17; PVALID      # KHAROSHTHI LETTER CA..KHAROSHTHI LETTER JA
10A18       ; UNASSIGNED  # <reserved>
10A19..10A35; PVALID      # KHAROSHTHI LETTER NYA..KHAROSHTHI LETTER VHA
10A36..10A37; UNASSIGNED  # <reserved>..<reserved>
10A38..10A3A; PVALID      # KHAROSHTHI SIGN BAR ABOVE..KHAROSHTHI SIGN D
10A3B..10A3E; UNASSIGNED  # <reserved>..<reserved>
10A3F       ; PVALID      # KHAROSHTHI VIRAMA
10A40..10A48; DISALLOWED  # KHAROSHTHI DIGIT ONE..KHAROSHTHI FRACTION ON
10A49..10A4F; UNASSIGNED  # <reserved>..<reserved>
10A50..10A58; DISALLOWED  # KHAROSHTHI PUNCTUATION DOT..KHAROSHTHI PUNCT
10A59..10A5F; UNASSIGNED  # <reserved>..<reserved>
10A60..10A7C; PVALID      # OLD SOUTH ARABIAN LETTER HE..OLD SOUTH ARABI
10A7D..10A7F; DISALLOWED  # OLD SOUTH ARABIAN NUMBER ONE..OLD SOUTH ARAB
10A80..10A9C; PVALID      # OLD NORTH ARABIAN LETTER HEH..OLD NORTH ARAB
10A9D..10A9F; DISALLOWED  # OLD NORTH ARABIAN NUMBER ONE..OLD NORTH ARAB
10AA0..10ABF; UNASSIGNED  # <reserved>..<reserved>
10AC0..10AC7; PVALID      # MANICHAEAN LETTER ALEPH..MANICHAEAN LETTER W
10AC8       ; DISALLOWED  # MANICHAEAN SIGN UD
10AC9..10AE6; PVALID      # MANICHAEAN LETTER ZAYIN..MANICHAEAN ABBREVIA
10AE7..10AEA; UNASSIGNED  # <reserved>..<reserved>
10AEB..10AF6; DISALLOWED  # MANICHAEAN NUMBER ONE..MANICHAEAN PUNCTUATIO
10AF7..10AFF; UNASSIGNED  # <reserved>..<reserved>
10B00..10B35; PVALID      # AVESTAN LETTER A..AVESTAN LETTER HE
10B36..10B38; UNASSIGNED  # <reserved>..<reserved>
10B39..10B3F; DISALLOWED  # AVESTAN ABBREVIATION MARK..LARGE ONE RING OV
10B40..10B55; PVALID      # INSCRIPTIONAL PARTHIAN LETTER ALEPH..INSCRIP
10B56..10B57; UNASSIGNED  # <reserved>..<reserved>
10B58..10B5F; DISALLOWED  # INSCRIPTIONAL PARTHIAN NUMBER ONE..INSCRIPTI
10B60..10B72; PVALID      # INSCRIPTIONAL PAHLAVI LETTER ALEPH..INSCRIPT
10B73..10B77; UNASSIGNED  # <reserved>..<reserved>
10B78..10B7F; DISALLOWED  # INSCRIPTIONAL PAHLAVI NUMBER ONE..INSCRIPTIO
10B80..10B91; PVALID      # PSALTER PAHLAVI LETTER ALEPH..PSALTER PAHLAV
10B92..10B98; UNASSIGNED  # <reserved>..<reserved>
10B99..10B9C; DISALLOWED  # PSALTER PAHLAVI SECTION MARK..PSALTER PAHLAV
10B9D..10BA8; UNASSIGNED  # <reserved>..<reserved>
10BA9..10BAF; DISALLOWED  # PSALTER PAHLAVI NUMBER ONE..PSALTER PAHLAVI 
10BB0..10BFF; UNASSIGNED  # <reserved>..<reserved>
10C00..10C48; PVALID      # OLD TURKIC LETTER ORKHON A..OLD TURKIC LETTE
10C49..10C7F; UNASSIGNED  # <reserved>..<reserved>
10C80..10CB2; DISALLOWED  # OLD HUNGARIAN CAPITAL LETTER A..OLD HUNGARIA
10CB3..10CBF; UNASSIGNED  # <reserved>..<reserved>
10CC0..10CF2; PVALID      # OLD HUNGARIAN SMALL LETTER A..OLD HUNGARIAN 
10CF3..10CF9; UNASSIGNED  # <reserved>..<reserved>
10CFA..10CFF; DISALLOWED  # OLD HUNGARIAN NUMBER ONE..OLD HUNGARIAN NUMB
10D00..10D27; PVALID      # HANIFI ROHINGYA LETTER A..HANIFI ROHINGYA SI
10D28..10D2F; UNASSIGNED  # <reserved>..<reserved>
10D30..10D39; PVALID      # HANIFI ROHINGYA DIGIT ZERO..HANIFI ROHINGYA 
10D3A..10E5F; UNASSIGNED  # <reserved>..<reserved>
10E60..10E7E; DISALLOWED  # RUMI DIGIT ONE..RUMI FRACTION TWO THIRDS
10E7F       ; UNASSIGNED  # <reserved>
10E80..10EA9; PVALID      # YEZIDI LETTER ELIF..YEZIDI LETTER ET
10EAA       ; UNASSIGNED  # <reserved>
10EAB..10EAC; PVALID      # YEZIDI COMBINING HAMZA MARK..YEZIDI COMBININ
10EAD       ; DISALLOWED  # YEZIDI HYPHENATION MARK
10EAE..10EAF; UNASSIGNED  # <reserved>..<reserved>
10EB0..10EB1; PVALID      # YEZIDI LETTER LAM WITH DOT ABOVE..YEZIDI LET
10EB2..10EFF; UNASSIGNED  # <reserved>..<reserved>
10F00..10F1C; PVALID      # OLD SOGDIAN LETTER ALEPH..OLD SOGDIAN LETTER
10F1D..10F26; DISALLOWED  # OLD SOGDIAN NUMBER ONE..OLD SOGDIAN FRACTION
10F27       ; PVALID      # OLD SOGDIAN LIGATURE AYIN-DALETH
10F28..10F2F; UNASSIGNED  # <reserved>..<reserved>
10F30..10F50; PVALID      # SOGDIAN LETTER ALEPH..SOGDIAN COMBINING STRO
10F51..10F59; DISALLOWED  # SOGDIAN NUMBER ONE..SOGDIAN PUNCTUATION HALF
10F5A..10FAF; UNASSIGNED  # <reserved>..<reserved>
10FB0..10FC4; PVALID      # CHORASMIAN LETTER ALEPH..CHORASMIAN LETTER T
10FC5..10FCB; DISALLOWED  # CHORASMIAN NUMBER ONE..CHORASMIAN NUMBER ONE
10FCC..10FDF; UNASSIGNED  # <reserved>..<reserved>
10FE0..10FF6; PVALID      # ELYMAIC LETTER ALEPH..ELYMAIC LIGATURE ZAYIN
10FF7..10FFF; UNASSIGNED  # <reserved>..<reserved>
11000..11046; PVALID      # BRAHMI SIGN CANDRABINDU..BRAHMI VIRAMA
11047..1104D; DISALLOWED  # BRAHMI DANDA..BRAHMI PUNCTUATION LOTUS
1104E..11051; UNASSIGNED  # <reserved>..<reserved>
11052..11065; DISALLOWED  # BRAHMI NUMBER ONE..BRAHMI NUMBER ONE THOUSAN
11066..1106F; PVALID      # BRAHMI DIGIT ZERO..BRAHMI DIGIT NINE
11070..1107E; UNASSIGNED  # <reserved>..<reserved>
1107F..110BA; PVALID      # BRAHMI NUMBER JOINER..KAITHI SIGN NUKTA
110BB..110C1; DISALLOWED  # KAITHI ABBREVIATION SIGN..KAITHI DOUBLE DAND
110C2..110CC; UNASSIGNED  # <reserved>..<reserved>
110CD       ; DISALLOWED  # KAITHI NUMBER SIGN ABOVE
110CE..110CF; UNASSIGNED  # <reserved>..<reserved>
110D0..110E8; PVALID      # SORA SOMPENG LETTER SAH..SORA SOMPENG LETTER
110E9..110EF; UNASSIGNED  # <reserved>..<reserved>
110F0..110F9; PVALID      # SORA SOMPENG DIGIT ZERO..SORA SOMPENG DIGIT 
110FA..110FF; UNASSIGNED  # <reserved>..<reserved>
11100..11134; PVALID      # CHAKMA SIGN CANDRABINDU..CHAKMA MAAYYAA
11135       ; UNASSIGNED  # <reserved>
11136..1113F; PVALID      # CHAKMA DIGIT ZERO..CHAKMA DIGIT NINE
11140..11143; DISALLOWED  # CHAKMA SECTION MARK..CHAKMA QUESTION MARK
11144..11147; PVALID      # CHAKMA LETTER LHAA..CHAKMA LETTER VAA
11148..1114F; UNASSIGNED  # <reserved>..<reserved>
11150..11173; PVALID      # MAHAJANI LETTER A..MAHAJANI SIGN NUKTA
11174..11175; DISALLOWED  # MAHAJANI ABBREVIATION SIGN..MAHAJANI SECTION
11176       ; PVALID      # MAHAJANI LIGATURE SHRI
11177..1117F; UNASSIGNED  # <reserved>..<reserved>
11180..111C4; PVALID      # SHARADA SIGN CANDRABINDU..SHARADA OM
111C5..111C8; DISALLOWED  # SHARADA DANDA..SHARADA SEPARATOR
111C9..111CC; PVALID      # SHARADA SANDHI MARK..SHARADA EXTRA SHORT VOW
111CD       ; DISALLOWED  # SHARADA SUTRA MARK
111CE..111DA; PVALID      # SHARADA VOWEL SIGN PRISHTHAMATRA E..SHARADA 
111DB       ; DISALLOWED  # SHARADA SIGN SIDDHAM
111DC       ; PVALID      # SHARADA HEADSTROKE
111DD..111DF; DISALLOWED  # SHARADA CONTINUATION SIGN..SHARADA SECTION M
111E0       ; UNASSIGNED  # <reserved>
111E1..111F4; DISALLOWED  # SINHALA ARCHAIC DIGIT ONE..SINHALA ARCHAIC N
111F5..111FF; UNASSIGNED  # <reserved>..<reserved>
11200..11211; PVALID      # KHOJKI LETTER A..KHOJKI LETTER JJA
11212       ; UNASSIGNED  # <reserved>
11213..11237; PVALID      # KHOJKI LETTER NYA..KHOJKI SIGN SHADDA
11238..1123D; DISALLOWED  # KHOJKI DANDA..KHOJKI ABBREVIATION SIGN
1123E       ; PVALID      # KHOJKI SIGN SUKUN
1123F..1127F; UNASSIGNED  # <reserved>..<reserved>
11280..11286; PVALID      # MULTANI LETTER A..MULTANI LETTER GA
11287       ; UNASSIGNED  # <reserved>
11288       ; PVALID      # MULTANI LETTER GHA
11289       ; UNASSIGNED  # <reserved>
1128A..1128D; PVALID      # MULTANI LETTER CA..MULTANI LETTER JJA
1128E       ; UNASSIGNED  # <reserved>
1128F..1129D; PVALID      # MULTANI LETTER NYA..MULTANI LETTER BA
1129E       ; UNASSIGNED  # <reserved>
1129F..112A8; PVALID      # MULTANI LETTER BHA..MULTANI LETTER RHA
112A9       ; DISALLOWED  # MULTANI SECTION MARK
112AA..112AF; UNASSIGNED  # <reserved>..<reserved>
112B0..112EA; PVALID      # KHUDAWADI LETTER A..KHUDAWADI SIGN VIRAMA
112EB..112EF; UNASSIGNED  # <reserved>..<reserved>
112F0..112F9; PVALID      # KHUDAWADI DIGIT ZERO..KHUDAWADI DIGIT NINE
112FA..112FF; UNASSIGNED  # <reserved>..<reserved>
11300..11303; PVALID      # GRANTHA SIGN COMBINING ANUSVARA ABOVE..GRANT
11304       ; UNASSIGNED  # <reserved>
11305..1130C; PVALID      # GRANTHA LETTER A..GRANTHA LETTER VOCALIC L
1130D..1130E; UNASSIGNED  # <reserved>..<reserved>
1130F..11310; PVALID      # GRANTHA LETTER EE..GRANTHA LETTER AI
11311..11312; UNASSIGNED  # <reserved>..<reserved>
11313..11328; PVALID      # GRANTHA LETTER OO..GRANTHA LETTER NA
11329       ; UNASSIGNED  # <reserved>
1132A..11330; PVALID      # GRANTHA LETTER PA..GRANTHA LETTER RA
11331       ; UNASSIGNED  # <reserved>
11332..11333; PVALID      # GRANTHA LETTER LA..GRANTHA LETTER LLA
11334       ; UNASSIGNED  # <reserved>
11335..11339; PVALID      # GRANTHA LETTER VA..GRANTHA LETTER HA
1133A       ; UNASSIGNED  # <reserved>
1133B..11344; PVALID      # COMBINING BINDU BELOW..GRANTHA VOWEL SIGN VO
11345..11346; UNASSIGNED  # <reserved>..<reserved>
11347..11348; PVALID      # GRANTHA VOWEL SIGN EE..GRANTHA VOWEL SIGN AI
11349..1134A; UNASSIGNED  # <reserved>..<reserved>
1134B..1134D; PVALID      # GRANTHA VOWEL SIGN OO..GRANTHA SIGN VIRAMA
1134E..1134F; UNASSIGNED  # <reserved>..<reserved>
11350       ; PVALID      # GRANTHA OM
11351..11356; UNASSIGNED  # <reserved>..<reserved>
11357       ; PVALID      # GRANTHA AU LENGTH MARK
11358..1135C; UNASSIGNED  # <reserved>..<reserved>
1135D..11363; PVALID      # GRANTHA SIGN PLUTA..GRANTHA VOWEL SIGN VOCAL
11364..11365; UNASSIGNED  # <reserved>..<reserved>
11366..1136C; PVALID      # COMBINING GRANTHA DIGIT ZERO..COMBINING GRAN
1136D..1136F; UNASSIGNED  # <reserved>..<reserved>
11370..11374; PVALID      # COMBINING GRANTHA LETTER A..COMBINING GRANTH
11375..113FF; UNASSIGNED  # <reserved>..<reserved>
11400..1144A; PVALID      # NEWA LETTER A..NEWA SIDDHI
1144B..1144F; DISALLOWED  # NEWA DANDA..NEWA ABBREVIATION SIGN
11450..11459; PVALID      # NEWA DIGIT ZERO..NEWA DIGIT NINE
1145A..1145B; DISALLOWED  # NEWA DOUBLE COMMA..NEWA PLACEHOLDER MARK
1145C       ; UNASSIGNED  # <reserved>
1145D       ; DISALLOWED  # NEWA INSERTION SIGN
1145E..11461; PVALID      # NEWA SANDHI MARK..NEWA SIGN UPADHMANIYA
11462..1147F; UNASSIGNED  # <reserved>..<reserved>
11480..114C5; PVALID      # TIRHUTA ANJI..TIRHUTA GVANG
114C6       ; DISALLOWED  # TIRHUTA ABBREVIATION SIGN
114C7       ; PVALID      # TIRHUTA OM
114C8..114CF; UNASSIGNED  # <reserved>..<reserved>
114D0..114D9; PVALID      # TIRHUTA DIGIT ZERO..TIRHUTA DIGIT NINE
114DA..1157F; UNASSIGNED  # <reserved>..<reserved>
11580..115B5; PVALID      # SIDDHAM LETTER A..SIDDHAM VOWEL SIGN VOCALIC
115B6..115B7; UNASSIGNED  # <reserved>..<reserved>
115B8..115C0; PVALID      # SIDDHAM VOWEL SIGN E..SIDDHAM SIGN NUKTA
115C1..115D7; DISALLOWED  # SIDDHAM SIGN SIDDHAM..SIDDHAM SECTION MARK W
115D8..115DD; PVALID      # SIDDHAM LETTER THREE-CIRCLE ALTERNATE I..SID
115DE..115FF; UNASSIGNED  # <reserved>..<reserved>
11600..11640; PVALID      # MODI LETTER A..MODI SIGN ARDHACANDRA
11641..11643; DISALLOWED  # MODI DANDA..MODI ABBREVIATION SIGN
11644       ; PVALID      # MODI SIGN HUVA
11645..1164F; UNASSIGNED  # <reserved>..<reserved>
11650..11659; PVALID      # MODI DIGIT ZERO..MODI DIGIT NINE
1165A..1165F; UNASSIGNED  # <reserved>..<reserved>
11660..1166C; DISALLOWED  # MONGOLIAN BIRGA WITH ORNAMENT..MONGOLIAN TUR
1166D..1167F; UNASSIGNED  # <reserved>..<reserved>
11680..116B8; PVALID      # TAKRI LETTER A..TAKRI LETTER ARCHAIC KHA
116B9..116BF; UNASSIGNED  # <reserved>..<reserved>
116C0..116C9; PVALID      # TAKRI DIGIT ZERO..TAKRI DIGIT NINE
116CA..116FF; UNASSIGNED  # <reserved>..<reserved>
11700..1171A; PVALID      # AHOM LETTER KA..AHOM LETTER ALTERNATE BA
1171B..1171C; UNASSIGNED  # <reserved>..<reserved>
1171D..1172B; PVALID      # AHOM CONSONANT SIGN MEDIAL LA..AHOM SIGN KIL
1172C..1172F; UNASSIGNED  # <reserved>..<reserved>
11730..11739; PVALID      # AHOM DIGIT ZERO..AHOM DIGIT NINE
1173A..1173F; DISALLOWED  # AHOM NUMBER TEN..AHOM SYMBOL VI
11740..117FF; UNASSIGNED  # <reserved>..<reserved>
11800..1183A; PVALID      # DOGRA LETTER A..DOGRA SIGN NUKTA
1183B       ; DISALLOWED  # DOGRA ABBREVIATION SIGN
1183C..1189F; UNASSIGNED  # <reserved>..<reserved>
118A0..118BF; DISALLOWED  # WARANG CITI CAPITAL LETTER NGAA..WARANG CITI
118C0..118E9; PVALID      # WARANG CITI SMALL LETTER NGAA..WARANG CITI D
118EA..118F2; DISALLOWED  # WARANG CITI NUMBER TEN..WARANG CITI NUMBER N
118F3..118FE; UNASSIGNED  # <reserved>..<reserved>
118FF..11906; PVALID      # WARANG CITI OM..DIVES AKURU LETTER E
11907..11908; UNASSIGNED  # <reserved>..<reserved>
11909       ; PVALID      # DIVES AKURU LETTER O
1190A..1190B; UNASSIGNED  # <reserved>..<reserved>
1190C..11913; PVALID      # DIVES AKURU LETTER KA..DIVES AKURU LETTER JA
11914       ; UNASSIGNED  # <reserved>
11915..11916; PVALID      # DIVES AKURU LETTER NYA..DIVES AKURU LETTER T
11917       ; UNASSIGNED  # <reserved>
11918..11935; PVALID      # DIVES AKURU LETTER DDA..DIVES AKURU VOWEL SI
11936       ; UNASSIGNED  # <reserved>
11937..11938; PVALID      # DIVES AKURU VOWEL SIGN AI..DIVES AKURU VOWEL
11939..1193A; UNASSIGNED  # <reserved>..<reserved>
1193B..11943; PVALID      # DIVES AKURU SIGN ANUSVARA..DIVES AKURU SIGN 
11944..11946; DISALLOWED  # DIVES AKURU DOUBLE DANDA..DIVES AKURU END OF
11947..1194F; UNASSIGNED  # <reserved>..<reserved>
11950..11959; PVALID      # DIVES AKURU DIGIT ZERO..DIVES AKURU DIGIT NI
1195A..1199F; UNASSIGNED  # <reserved>..<reserved>
119A0..119A7; PVALID      # NANDINAGARI LETTER A..NANDINAGARI LETTER VOC
119A8..119A9; UNASSIGNED  # <reserved>..<reserved>
119AA..119D7; PVALID      # NANDINAGARI LETTER E..NANDINAGARI VOWEL SIGN
119D8..119D9; UNASSIGNED  # <reserved>..<reserved>
119DA..119E1; PVALID      # NANDINAGARI VOWEL SIGN E..NANDINAGARI SIGN A
119E2       ; DISALLOWED  # NANDINAGARI SIGN SIDDHAM
119E3..119E4; PVALID      # NANDINAGARI HEADSTROKE..NANDINAGARI VOWEL SI
119E5..119FF; UNASSIGNED  # <reserved>..<reserved>
11A00..11A3E; PVALID      # ZANABAZAR SQUARE LETTER A..ZANABAZAR SQUARE 
11A3F..11A46; DISALLOWED  # ZANABAZAR SQUARE INITIAL HEAD MARK..ZANABAZA
11A47       ; PVALID      # ZANABAZAR SQUARE SUBJOINER
11A48..11A4F; UNASSIGNED  # <reserved>..<reserved>
11A50..11A99; PVALID      # SOYOMBO LETTER A..SOYOMBO SUBJOINER
11A9A..11A9C; DISALLOWED  # SOYOMBO MARK TSHEG..SOYOMBO MARK DOUBLE SHAD
11A9D       ; PVALID      # SOYOMBO MARK PLUTA
11A9E..11AA2; DISALLOWED  # SOYOMBO HEAD MARK WITH MOON AND SUN AND TRIP
11AA3..11ABF; UNASSIGNED  # <reserved>..<reserved>
11AC0..11AF8; PVALID      # PAU CIN HAU LETTER PA..PAU CIN HAU GLOTTAL S
11AF9..11BFF; UNASSIGNED  # <reserved>..<reserved>
11C00..11C08; PVALID      # BHAIKSUKI LETTER A..BHAIKSUKI LETTER VOCALIC
11C09       ; UNASSIGNED  # <reserved>
11C0A..11C36; PVALID      # BHAIKSUKI LETTER E..BHAIKSUKI VOWEL SIGN VOC
11C37       ; UNASSIGNED  # <reserved>
11C38..11C40; PVALID      # BHAIKSUKI VOWEL SIGN E..BHAIKSUKI SIGN AVAGR
11C41..11C45; DISALLOWED  # BHAIKSUKI DANDA..BHAIKSUKI GAP FILLER-2
11C46..11C4F; UNASSIGNED  # <reserved>..<reserved>
11C50..11C59; PVALID      # BHAIKSUKI DIGIT ZERO..BHAIKSUKI DIGIT NINE
11C5A..11C6C; DISALLOWED  # BHAIKSUKI NUMBER ONE..BHAIKSUKI HUNDREDS UNI
11C6D..11C6F; UNASSIGNED  # <reserved>..<reserved>
11C70..11C71; DISALLOWED  # MARCHEN HEAD MARK..MARCHEN MARK SHAD
11C72..11C8F; PVALID      # MARCHEN LETTER KA..MARCHEN LETTER A
11C90..11C91; UNASSIGNED  # <reserved>..<reserved>
11C92..11CA7; PVALID      # MARCHEN SUBJOINED LETTER KA..MARCHEN SUBJOIN
11CA8       ; UNASSIGNED  # <reserved>
11CA9..11CB6; PVALID      # MARCHEN SUBJOINED LETTER YA..MARCHEN SIGN CA
11CB7..11CFF; UNASSIGNED  # <reserved>..<reserved>
11D00..11D06; PVALID      # MASARAM GONDI LETTER A..MASARAM GONDI LETTER
11D07       ; UNASSIGNED  # <reserved>
11D08..11D09; PVALID      # MASARAM GONDI LETTER AI..MASARAM GONDI LETTE
11D0A       ; UNASSIGNED  # <reserved>
11D0B..11D36; PVALID      # MASARAM GONDI LETTER AU..MASARAM GONDI VOWEL
11D37..11D39; UNASSIGNED  # <reserved>..<reserved>
11D3A       ; PVALID      # MASARAM GONDI VOWEL SIGN E
11D3B       ; UNASSIGNED  # <reserved>
11D3C..11D3D; PVALID      # MASARAM GONDI VOWEL SIGN AI..MASARAM GONDI V
11D3E       ; UNASSIGNED  # <reserved>
11D3F..11D47; PVALID      # MASARAM GONDI VOWEL SIGN AU..MASARAM GONDI R
11D48..11D4F; UNASSIGNED  # <reserved>..<reserved>
11D50..11D59; PVALID      # MASARAM GONDI DIGIT ZERO..MASARAM GONDI DIGI
11D5A..11D5F; UNASSIGNED  # <reserved>..<reserved>
11D60..11D65; PVALID      # GUNJALA GONDI LETTER A..GUNJALA GONDI LETTER
11D66       ; UNASSIGNED  # <reserved>
11D67..11D68; PVALID      # GUNJALA GONDI LETTER EE..GUNJALA GONDI LETTE
11D69       ; UNASSIGNED  # <reserved>
11D6A..11D8E; PVALID      # GUNJALA GONDI LETTER OO..GUNJALA GONDI VOWEL
11D8F       ; UNASSIGNED  # <reserved>
